gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
YGL022W	37.41423	-0.1189504	0.26918682	0.534108	0.740076
YGL023C	48.41667	0.1621875	0.23940226	0.3763609	0.6083669
YGL025C	16.44411	0.2219612	0.32287202	0.2719672	0.5033003
YGL026C	93.18739	0.4765666	0.31505919	0.02647947	0.1239369
YGL027C	70.33027	0.3266283	0.24798726	0.08344214	0.2528575
YGL028C	15.51384	-0.6658514	0.33462328	0.003757468	0.03384285
YGL029W	276.1311	-0.007172849	0.28402933	0.9702798	0.992195
YGL030W	300.123	0.4579634	0.49219501	0.03606526	0.1480011
YGL031C	320.2486	0.3167573	0.27596798	0.1094691	0.2944849
YGL032C	0.8265135	0.008537783	0.46281341	0.937731	NA
YGL033W	21.17355	0.09202304	0.30889949	0.6376378	0.8134959
YGL034C	5.296716	-0.3646832	0.41543567	0.08850095	0.2614274
YGL035C	48.75751	-0.2311246	0.25583263	0.2233763	0.4491109
YGL036W	105.1388	-0.1588521	0.22918284	0.3760068	0.6082053
YGL037C	198.881	0.2019292	0.27378719	0.2982897	0.5321363
YGL038C	356.5182	0.01639131	0.18363875	0.916822	0.9657931
YGL039W	17.32081	-0.1915726	0.25495698	0.310425	0.5445394
YGL040C	217.911	0.0102766	0.14926289	0.9391748	0.9779265
YGL041C-B	30.89475	-0.1359614	0.30362228	0.4892799	0.7055621
YGL041W-A	38.32169	0.02596975	0.24068514	0.887099	0.9509202
YGL043W	32.57982	-0.1143196	0.2248046	0.5193376	0.7273436
YGL044C	55.91788	-0.3102151	0.18225069	0.04681657	0.1758596
YGL045W	104.5361	0.003636235	0.23632757	0.9840098	0.9995713
YGL047W	31.94672	0.2240699	0.23208193	0.2160563	0.4407924
YGL048C	228.6804	0.7284581	0.15749858	2.459324e-07	2.997424e-05
YGL049C	424.2014	0.04194504	0.18711733	0.7918519	0.8995334
YGL050W	235.0411	-0.5070795	0.14483745	0.0001058575	0.002710018
YGL051W	9.739642	-0.3512008	0.46948402	0.07864134	0.2431458
YGL053W	2.017632	-0.1651253	0.45482761	0.2839715	0.5162656
YGL054C	183.5366	-1.103507	0.45638591	0.0001785594	0.003942539
YGL055W	2445.054	0.02408682	0.26137995	0.8984006	0.9547429
YGL056C	65.84275	-0.2357936	0.22731394	0.1883243	0.4037747
YGL057C	54.49739	0.2379238	0.23073943	0.1879463	0.4037358
YGL058W	38.0187	0.08698815	0.28104218	0.6520509	0.8215006
YGL059W	85.44314	-0.08820731	0.24632576	0.6334908	0.8102925
YGL060W	27.52361	-0.4251426	0.25478066	0.02768939	0.1271334
YGL061C	41.26835	0.05501289	0.19956661	0.7398214	0.8701933
YGL062W	312.9604	0.04530105	0.21145054	0.7915905	0.8995334
YGL063W	29.0853	-0.07480311	0.26967328	0.694985	0.8426658
YGL064C	44.0055	-0.1220441	0.22633672	0.4931201	0.7087438
YGL065C	41.71235	-0.2093077	0.27119362	0.2798953	0.5114031
YGL066W	272.462	-0.04421012	0.16523962	0.7613861	0.8811027
YGL067W	61.09516	0.4133913	0.26149493	0.03445245	0.1445959
YGL068W	53.28782	0.1706397	0.32603204	0.3912234	0.6207018
YGL070C	50.69269	-0.6631322	0.24965372	0.0007101375	0.01103974
YGL071W	295.4843	0.3395467	0.15878814	0.01591258	0.08920997
YGL073W	215.2154	0.2060373	0.16088724	0.1482556	0.3540242
YGL075C	27.25924	0.3894965	0.31198491	0.06344046	0.2127087
YGL076C	275.3004	0.717934	0.456158	0.005544002	0.04492706
YGL077C	70.54047	0.3988144	0.23667141	0.03110038	0.1368813
YGL078C	279.598	0.260138	0.23407114	0.1535631	0.3622971
YGL079W	11.41329	-0.0646299	0.31838327	0.7396761	0.8701933
YGL080W	218.7715	-0.1817327	0.19848951	0.271362	0.5024856
YGL081W	56.84165	0.1479058	0.22139514	0.4010713	0.6284722
YGL082W	955.9041	-0.3194447	0.30820502	0.1203348	0.310072
YGL083W	37.75773	0.2175818	0.2191999	0.2151349	0.4392067
YGL084C	64.23545	0.1038609	0.22911007	0.5619417	0.7559543
YGL085W	20.29943	-0.3710594	0.30648028	0.07407088	0.2341324
YGL086W	352.0875	0.03956357	0.13277775	0.746576	0.8740892
YGL087C	45.53494	-0.4657358	0.28424481	0.02310984	0.1128015
YGL088W	11.65532	0.03050477	0.30974357	0.8751069	0.946221
