gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
YGL194C	69.27148	0.1335227	0.23161712	0.5186362	0.7054312
YGL194C-A	14.94888	-0.5781881	0.36711241	0.03258	0.1095019
YGL195W	480.4913	0.4731232	0.15625624	0.001442624	0.01135473
YGL196W	63.40869	-0.5407573	0.24864603	0.01306539	0.05701095
YGL197W	627.4474	0.2612136	0.16782299	0.09912184	0.2375104
YGL198W	104.2372	-0.09921311	0.2705537	0.6673915	0.8161987
YGL200C	97.39531	-0.1139335	0.32241522	0.6542831	0.8065686
YGL201C	106.9392	0.5142969	0.25064386	0.01892688	0.07439149
YGL202W	115.9889	-0.4188849	0.27197757	0.07072418	0.1883423
YGL203C	380.3915	0.2466579	0.19754685	0.1757564	0.3536742
YGL204C	64.27202	0.09090592	0.47693275	0.6985744	0.8372659
YGL205W	16.27402	0.595254	0.34150675	0.02392144	0.08713737
YGL206C	333.6333	-0.006408814	0.1766705	0.9691607	0.9934386
YGL207W	414.106	0.9406196	0.18139928	2.704944e-08	2.850736e-06
YGL208W	157.9409	0.7810497	0.32081884	0.002378574	0.01641507
YGL209W	90.40698	0.8927502	0.34377761	0.0008317365	0.007388196
YGL210W	69.64658	0.8185919	0.21889592	3.478694e-05	0.0006614837
YGL211W	23.80806	0.04592429	0.34120411	0.8597868	0.933337
YGL212W	35.50889	-0.1804029	0.28152363	0.4460621	0.6480754
YGL213C	30.5029	0.01435943	0.28295778	0.9517752	0.9835802
YGL215W	57.95327	-0.04342609	0.23883893	0.837467	0.920454
YGL216W	121.8243	0.8162233	0.18697514	2.582669e-06	9.072901e-05
YGL219C	149.894	0.2650443	0.21181669	0.1693312	0.3445359
YGL220W	11.88837	-0.3660126	0.35994887	0.169019	0.3442384
YGL221C	54.3426	0.1692777	0.27326176	0.4663159	0.6636216
YGL222C	293.4565	0.7153159	0.28315547	0.002698264	0.01811302
YGL223C	25.58444	-0.0767478	0.30090418	0.7549837	0.8738613
YGL224C	18.30488	-0.7002821	0.34362991	0.008301932	0.04100192
YGL225W	47.85985	-0.707586	0.40406889	0.0114468	0.05210559
YGL226C-A	8.383174	-0.004680378	0.42372212	0.9856935	1
YGL226W	17.82056	0.196203	0.32165787	0.4404621	0.6442034
YGL227W	165.3468	-0.007872022	0.23473561	0.9699527	0.9934386
YGL228W	354.5864	0.4301969	0.18556716	0.01272764	0.05581135
YGL229C	126.6515	-0.1070967	0.21469569	0.5829197	0.7544165
YGL230C	3.735196	-0.04388706	0.43824387	0.8640615	0.9348764
YGL231C	64.14829	-0.3880337	0.31829026	0.1263095	0.2804672
YGL232W	159.1345	-0.1032656	0.14446388	0.4559333	0.6577019
YGL233W	175.678	-0.5402123	0.18832859	0.001994975	0.01442375
YGL234W	82.50078	-0.7764294	0.45871847	0.006674851	0.03484822
YGL235W	2.417992	0.01949035	0.52899731	0.9091862	0.9612855
YGL236C	43.29021	-0.2406847	0.28641863	0.3144733	0.5226732
YGL237C	15.26398	0.3806149	0.33728818	0.143867	0.3071995
YGL238W	238.5636	-0.1171231	0.1593465	0.4389922	0.6427251
YGL240W	8.240292	-0.2815255	0.43578551	0.2842641	0.4899041
YGL241W	62.74654	-0.04354711	0.23958273	0.8373886	0.920454
YGL242C	169.1534	0.6948589	0.20624256	0.000226594	0.002846387
YGL243W	16.01825	0.1941162	0.3417942	0.4562952	0.6577019
YGL244W	311.0908	0.3174253	0.18278747	0.06273714	0.1741516
YGL245W	722.2556	0.2350222	0.22031651	0.2375707	0.4354996
YGL246C	55.89916	0.2166141	0.23628069	0.3022096	0.5095138
YGL247W	81.93877	-0.5348634	0.24989796	0.01444368	0.06134619
YGL248W	72.28614	0.5790818	0.27868942	0.01401332	0.06025921
YGL249W	27.03904	-0.5084022	0.32807037	0.04893707	0.1468646
YGL250W	7.955179	-0.1889304	0.41225477	0.476548	0.6731429
YGL251C	28.65451	-0.4055691	0.29546637	0.0964192	0.2331912
YGL252C	74.95805	-0.2057385	0.24651493	0.34218	0.5510685
YGL253W	71.8245	-1.060577	0.34698426	8.328494e-05	0.001284646
YGL254W	9.801816	-0.4356457	0.38977019	0.1084777	0.2529112
YGL255W	76.01201	-0.2106202	0.41284841	0.4280109	0.6318547
YGL256W	115.9536	-0.6787003	0.39941705	0.01477591	0.0621628
YGL257C	41.11047	-0.5929762	0.27846387	0.01183837	0.05330267
YGL258W	0.7532521	-0.3907373	0.643492	0.02239221	0.08327439
YGL258W-A	1.606114	-0.00268145	0.51885143	0.9885421	1
YGL259W	2.711547	0.09183338	0.49312503	0.6771349	0.8234455
YGL260W	0.09239199	0	0.62050229	1	NA
YGL261C	1.159334	-0.05512536	0.55711008	0.6418717	0.7974342
YGL262W	40.25066	-0.009115804	0.28974318	0.9698002	0.9934386
YGL263W	17.49078	-0.5884369	0.36725907	0.02973761	0.1024992
YGR001C	515.9393	0.7993374	0.24187225	0.0001825738	0.002420563
YGR002C	101.4665	0.2505304	0.16075233	0.1003592	0.2397362
YGR003W	70.98468	0.1746909	0.26045373	0.4377458	0.6412022
YGR004W	38.34689	-0.1799662	0.29623144	0.4606369	0.6602675
YGR005C	371.8224	0.3364821	0.18772421	0.05377831	0.1561857
YGR006W	39.6148	-0.4574367	0.29964116	0.06302543	0.1747097
YGR007W	68.40978	-0.03252585	0.18368833	0.8495154	0.9268796
YGR008C	647.9741	-0.4487268	0.35444767	0.09138782	0.226034
YGR009C	712.812	0.3397495	0.17704568	0.04058836	0.1294521
YGR010W	32.01893	-0.3699672	0.29200176	0.1266459	0.2807431
YGR012W	31.99778	0.1097201	0.28031049	0.6421261	0.7975041
YGR013W	499.5957	0.4392167	0.1754287	0.007591544	0.03856554
YGR014W	332.6767	0.3911598	0.23303384	0.05964082	0.1684443
YGR015C	9.065431	-0.3372486	0.4150359	0.2093494	0.3982057
YGR016C-A	0.6527369	-0.1694002	0.55582843	0.2530856	0.4544286
YGR016W	21.39703	-0.0546336	0.34414123	0.8340194	0.9186772
YGR017W	104.3505	0.8361717	0.24544186	0.0001082833	0.001596997
YGR018C	7.577467	-0.6410927	0.46230001	0.02098525	0.07956481
YGR019W	100.7878	-0.1780841	0.27575784	0.446086	0.6480754
YGR020C	31.80686	0.1404343	0.30807449	0.5728	0.7468379
YGR021W	35.92839	0.2750945	0.27125331	0.2343017	0.4316704
YGR023W	81.6845	-0.4178999	0.31125851	0.09604385	0.232736
YGR024C	54.20933	-0.3155588	0.2922799	0.1927072	0.3766907
YGR025W	27.60051	-0.3253456	0.32299103	0.2025304	0.3890886
YGR026W	216.8095	0.3065747	0.16775842	0.0528012	0.1542611
YGR027C	464.8403	-0.205969	0.39732338	0.4406665	0.6442034
YGR027W-B	0.2441965	0	0.62050229	1	NA
YGR028W	135.9968	-0.5081158	0.25358027	0.02147478	0.08078052
YGR029W	59.03687	-0.6583948	0.25137272	0.002722357	0.01818219
YGR030C	89.60182	0.1838763	0.32396622	0.4710579	0.6684011
YGR031C-A	10.29262	-0.1214116	0.42870391	0.6412605	0.797269
YGR031W	16.48292	0.6518681	0.43080182	0.0198187	0.07687626
YGR032W	1114.87	-0.1489483	0.23121613	0.4709199	0.6684011
YGR033C	145.7236	0.8360827	0.20195713	6.366718e-06	0.0001807683
YGR034W	552.4228	-0.2959324	0.41436922	0.2686993	0.4730251
YGR035C	207.98	-0.6259663	0.39192774	0.02334702	0.08569763
YGR035W-A	1.367126	-0.2691321	0.55026958	0.1375232	0.297226
YGR036C	63.00724	0.1412024	0.2659882	0.5362789	0.7203153
YGR037C	24.29985	0.1134338	0.42001767	0.6659171	0.815414
YGR038C-B	5.915424	-0.02917364	0.58531559	0.687108	0.8299218
YGR038W	38.42567	-0.407627	0.29955138	0.0973563	0.2346362
YGR039W	5.424022	-0.4674411	0.46931553	0.07618315	0.198038
YGR040W	16.0493	-0.1843084	0.34918283	0.4823081	0.6781981
YGR041W	21.37438	0.1907163	0.28226498	0.4212556	0.6258942
YGR042W	13.74291	0.176573	0.3759235	0.5074293	0.6975529
YGR043C	44.94835	0.1481614	0.3874332	0.57841	0.7511599
YGR044C	4.025176	0.1573501	0.50170047	0.466321	0.6636216
YGR045C	32.4958	-0.4728611	0.3588413	0.07673279	0.1989677
YGR046W	49.58563	0.03067305	0.46076558	NA	NA
YGR047C	303.0574	0.6847492	0.20551409	0.0002682044	0.003257217
