gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
YCL048W-A	1.089017	-0.1442949	0.83014391	0.7115332	NA
YCL049C	107.6068	-0.7338182	0.23331481	0.001055906	0.003537487
YCL050C	97.38093	-0.5528539	0.4098641	0.1243028	0.2048962
YCL051W	81.76652	0.1869472	0.19862125	0.3329091	0.4545825
YCL052C	41.9133	-0.2514751	0.33210277	0.4108561	0.5323745
YCL054W	745.656	0.8603189	0.26859362	0.0007153844	0.002539052
YCL054W-A	0.08042059	0.007076619	1.06595864	0.9639238	NA
YCL055W	17.96463	0.1218008	0.39311464	0.7272011	0.8100491
YCL056C	43.86969	-0.3509246	0.3524273	0.274071	0.3903222
YCL057C-A	299.6965	0.580502	0.28081078	0.02836866	0.0598674
YCL057W	74.11932	-0.6120025	0.24460876	0.008922866	0.02244158
YCL058C	247.2034	-0.02541774	0.28597494	0.9248026	0.9548656
YCL058W-A	114.6431	1.279655	0.37834921	0.000142749	0.0006053668
YCL059C	274.9558	0.9036341	0.24261287	9.814527e-05	0.0004405
YCL061C	343.532	0.8522909	0.21504971	4.071405e-05	0.0002028712
YCL063W	42.24344	-0.5815244	0.21079286	0.004373849	0.01204984
YCL064C	266.6042	0.2545032	0.46124449	0.5134727	0.6266979
YCL066W	0.7205858	0.08088115	0.94740839	0.7775882	NA
YCL067C	210.5908	0.3684746	0.18131927	0.03745318	0.0760039
YCL068C	0.2347933	0	1.04159561	1	NA
YCL069W	3.040928	-0.4066737	0.84926684	0.3164501	0.4364977
YCL073C	2.034572	-0.2525039	0.82185103	0.5304784	0.6426497
YCL074W	2.684444	-0.173746	0.79346294	0.672752	0.7678873
YCL075W	0.7228676	-0.4422488	0.89223486	0.2581677	NA
YCR001W	1.061989	0.3579165	0.78236045	0.4021328	NA
YCR002C	111.4185	-0.2187379	0.25961069	0.3761291	0.4981338
YCR003W	291.755	-0.5122576	0.22785421	0.01953595	0.04375307
YCR004C	59.3888	-0.4768723	0.37221166	0.1543825	0.246027
YCR005C	361.4325	-3.378243	0.3467999	8.001157e-25	1.317812e-22
YCR006C	12.90439	-1.414203	0.5456536	0.001007931	0.003408618
YCR007C	40.70344	-0.9877282	0.36321142	0.002553095	0.007516212
YCR008W	122.4962	0.2119457	0.22338664	0.3253002	0.4461804
YCR009C	75.75383	-0.3892134	0.20707033	0.05252163	0.1008402
YCR010C	24.73801	0.1829631	0.61234072	0.6776983	0.7707901
YCR011C	330.1446	-1.159254	0.17693407	1.862031e-11	4.557115e-10
YCR012W	577.0671	-2.109789	0.52363107	6.170175e-07	5.040354e-06
YCR014C	192.3365	0.837391	0.17240732	6.842545e-07	5.545009e-06
YCR015C	26.05763	-1.437759	0.36233932	9.303701e-06	5.526e-05
YCR016W	531.0972	0.6306997	0.24665193	0.007478189	0.01931302
YCR017C	129.5761	-1.1299	0.16903824	8.135772e-12	2.165039e-10
YCR018C	19.20968	-0.1684851	0.37559926	0.6174627	0.7198809
YCR019W	14.61111	-1.152049	0.37614449	0.0005988773	0.00216598
YCR020C	30.89609	1.717989	0.32859185	8.354304e-09	1.078626e-07
YCR020C-A	27.68464	-2.824447	0.63689243	2.341113e-08	2.754197e-07
